id_cliente;edad;ciudad;tipo_cliente;dias_registrado;compras_totales;compras_ultimos_90_dias;gasto_total_90_dias;promedio_compra;dias_desde_ultima_compra;frecuencia_compra_dias;regularidad_compra;porcentaje_descuentos_usados;usa_domicilio;reclamos;calificacion_promedio;abandono
1091;40;Manta;Mayorista;297;96;26;4424.94;179.99;9;3;2.65;0.06;1;0;4.7;0
1092;60;Manta;Mayorista;411;83;10;671.1;65.95;35;5;4.84;0.08;1;1;4.1;0
1093;49;Cuenca;Mayorista;989;334;13;845.84;72.64;52;3;3.07;0.19;1;1;4.1;0
1094;22;Quito;Minorista;1014;99;7;217.99;28.29;48;10;2.4;0.69;0;1;3.9;0
1095;36;Quito;Minorista;942;68;7;84.21;13.96;11;14;2.09;0.91;1;0;4.4;0
1096;70;Manta;Mayorista;1130;135;6;751.28;115.87;13;8;1.94;0.14;1;0;5.0;0
1097;50;Cuenca;Minorista;1384;101;0;0.0;32.83;77;13;3.94;0.28;1;0;3.8;1
1098;54;Loja;Minorista;513;79;13;352.22;23.26;24;7;2.59;0.98;1;0;4.6;0
1099;65;Loja;Minorista;1012;101;1;22.76;24.24;85;10;3.22;0.19;1;3;3.5;1
1100;45;Ambato;Mayorista;285;34;10;718.51;81.55;18;7;2.86;0.99;1;0;4.2;0
1101;49;Cuenca;Minorista;1323;95;2;47.83;21.09;57;13;4.06;0.94;0;0;4.8;1
1102;26;Ambato;Minorista;1454;148;5;76.49;12.9;48;10;3.37;0.01;0;1;5.0;0
1103;69;Manta;Minorista;1361;138;9;203.01;26.34;12;10;0.46;0.44;1;0;4.0;0
1104;57;Cuenca;Minorista;530;63;10;165.98;16.51;13;8;3.18;0.31;1;0;4.3;0
1105;41;Quito;Minorista;274;22;0;0.0;31.79;86;15;3.83;0.82;0;0;4.8;1
1106;62;Guayaquil;Minorista;1346;122;9;308.49;30.73;44;10;3.01;0.14;1;0;3.7;0
1107;50;Ambato;Minorista;877;66;0;0.0;31.77;68;13;2.75;0.55;1;0;4.5;1
1108;59;Ambato;Minorista;798;52;0;0.0;12.54;78;16;3.82;0.19;0;2;3.3;1
1109;31;Cuenca;Mayorista;1242;308;11;1652.05;128.84;46;4;2.16;0.51;1;0;5.0;0
1110;23;Guayaquil;Minorista;603;66;2;33.03;16.3;72;10;3.87;0.1;1;0;3.9;1
1111;42;Manta;Minorista;357;33;6;109.57;22.62;23;13;1.4;0.06;0;0;4.4;0
1112;58;Manta;Minorista;813;100;8;290.56;31.09;44;8;2.87;0.41;1;0;5.0;0
1113;61;Ambato;Minorista;472;26;4;35.68;8.68;61;17;3.38;0.88;1;0;4.6;0
1114;52;Cuenca;Mayorista;170;37;4;310.33;67.83;66;6;2.4;0.51;1;2;3.9;1
1115;34;Loja;Minorista;344;30;4;154.71;33.46;24;12;1.32;0.52;0;1;4.5;0
1116;40;Cuenca;Minorista;1224;196;3;37.66;13.04;73;6;0.39;0.83;0;0;4.7;0
1117;41;Ambato;Minorista;657;42;0;0.0;8.04;40;15;2.83;0.28;1;0;3.6;1
1118;39;Cuenca;Minorista;614;203;32;757.53;26.08;2;3;4.45;0.51;0;1;3.7;0
1119;65;Guayaquil;Minorista;544;54;3;91.78;26.45;52;9;0.78;0.32;0;0;5.0;0
1120;68;Quito;Minorista;861;82;8;182.53;21.56;22;10;2.03;0.86;0;0;4.0;0
1121;39;Cuenca;Minorista;82;9;0;0.0;11.35;80;16;4.59;0.19;0;0;4.7;1
1122;37;Loja;Minorista;540;45;10;117.54;9.99;4;10;1.46;0.87;1;2;3.5;0
1123;30;Guayaquil;Minorista;1493;213;7;71.73;12.33;24;7;2.23;0.21;1;0;4.7;0
1124;55;Cuenca;Mayorista;1211;398;3;332.9;94.91;79;3;3.81;0.25;0;0;4.2;0
1125;30;Manta;Minorista;1417;110;3;39.5;14.77;37;13;2.56;0.25;0;0;5.0;0
1126;19;Guayaquil;Minorista;490;44;6;150.21;26.56;21;12;1.58;0.95;1;0;4.2;0
1127;37;Ambato;Mayorista;1342;220;1;62.9;64.61;58;6;0.45;0.67;1;0;4.7;0
1128;36;Ambato;Minorista;1051;75;7;231.69;28.76;12;13;2.21;0.78;0;1;3.7;0
1129;38;Cuenca;Minorista;881;80;10;145.99;13.54;8;11;5.15;0.74;0;0;4.9;0
1130;21;Quito;Minorista;105;1;0;0.0;26.03;24;24;2.64;0.24;1;0;4.8;0
1131;70;Ambato;Mayorista;1272;318;1;131.8;119.96;74;4;3.49;0.56;1;0;4.6;1
1132;44;Ambato;Minorista;243;6;3;87.24;24.31;33;18;2.33;0.03;1;0;4.5;0
1133;28;Guayaquil;Mayorista;782;82;3;458.29;165.74;56;9;2.74;0.65;1;0;4.4;0
1134;28;Cuenca;Minorista;760;51;6;50.93;10.32;8;15;3.79;0.01;0;1;3.6;0
1135;56;Quito;Minorista;1457;153;9;87.48;12.07;21;10;2.32;0.11;0;0;4.4;0
1136;49;Ambato;Mayorista;202;33;13;2645.01;173.42;33;6;3.17;0.03;0;0;4.0;0
1137;56;Manta;Minorista;1089;69;0;0.0;10.7;84;16;1.91;0.14;1;0;3.8;1
1138;23;Cuenca;Mayorista;659;54;4;438.41;118.95;88;12;4.79;0.03;0;1;4.3;1
1139;52;Quito;Minorista;55;9;6;122.34;23.74;29;9;1.64;0.77;1;0;3.8;0
1140;46;Ambato;Minorista;601;59;0;0.0;9.54;74;11;1.9;0.51;1;0;4.5;1
1141;48;Cuenca;Minorista;1422;110;1;40.28;34.59;33;13;1.48;0.03;1;0;4.1;0
1142;28;Ambato;Minorista;535;24;5;167.87;28.57;12;18;2.91;0.85;0;0;4.2;0
1143;68;Quito;Minorista;1350;196;3;60.46;19.92;55;7;1.06;0.45;1;0;5.0;0
1144;68;Quito;Mayorista;353;57;10;1322.9;117.9;36;6;2.23;0.77;0;0;4.3;0
1145;41;Loja;Minorista;1482;114;3;42.2;13.78;58;12;0.75;0.98;1;0;4.9;0
1146;42;Cuenca;Mayorista;1211;292;2;264.01;125.15;87;4;0.7;0.19;0;0;4.9;1
1147;58;Cuenca;Minorista;614;88;13;125.73;9.57;11;7;2.64;0.54;1;0;4.3;0
1148;37;Ambato;Mayorista;410;130;30;4214.96;175.1;9;3;3.74;0.89;0;0;4.3;0
1149;70;Ambato;Mayorista;1285;209;10;1838.58;169.45;42;6;2.01;0.42;0;1;3.7;0
1150;33;Cuenca;Mayorista;384;31;3;564.13;176.02;53;10;3.19;0.57;1;0;4.4;0
1151;37;Manta;Mayorista;625;205;22;1225.12;69.59;14;3;3.21;0.61;0;1;4.2;0
1152;67;Quito;Minorista;508;24;3;113.73;33.28;21;17;2.38;0.54;0;1;4.3;0
1153;40;Quito;Minorista;1302;97;1;22.04;26.68;51;14;3.23;0.96;0;0;4.5;0
1154;42;Cuenca;Minorista;838;72;0;0.0;22.78;69;13;0.23;0.34;0;1;3.7;1
1155;60;Loja;Minorista;161;6;8;127.35;17.98;25;15;2.28;0.88;0;0;4.1;0
1156;58;Guayaquil;Minorista;527;37;0;0.0;13.15;81;13;0.1;0.77;1;0;4.3;1
1157;64;Loja;Mayorista;1402;198;7;664.01;114.08;38;7;2.81;0.67;1;1;4.2;0
1158;40;Ambato;Mayorista;1127;109;7;394.26;65.91;23;12;2.36;0.4;0;0;4.5;0
1159;57;Quito;Minorista;1357;87;6;186.43;27.45;16;15;3.03;0.2;0;1;4.3;0
1160;23;Quito;Minorista;408;25;5;119.38;20.6;22;18;2.84;0.29;1;0;4.4;0
1161;69;Manta;Minorista;1322;139;1;11.15;11.16;45;9;2.42;0.79;0;1;3.6;0
1162;55;Ambato;Mayorista;56;1;0;0.0;165.95;74;10;3.79;0.15;1;0;4.8;1
1163;59;Ambato;Minorista;1103;65;0;0.0;24.72;50;16;2.36;0.08;1;1;4.1;1
1164;40;Loja;Mayorista;362;49;4;422.5;103.85;81;7;4.78;0.58;1;0;4.4;1
1165;65;Guayaquil;Minorista;1427;130;0;0.0;20.88;58;11;2.5;0.02;1;1;3.8;1
1166;61;Loja;Minorista;1076;66;3;56.04;17.89;55;17;1.57;0.65;1;0;4.5;0
1167;51;Guayaquil;Minorista;337;40;11;157.72;13.71;13;7;1.06;0.72;1;0;4.3;0
1168;67;Loja;Minorista;860;123;12;161.11;13.15;13;7;0.45;0.81;0;0;3.9;0
1169;62;Loja;Minorista;1362;89;2;60.39;31.92;57;15;1.63;0.65;1;0;4.0;0
1170;41;Loja;Mayorista;1108;186;14;2022.66;142.87;11;6;3.55;0.29;0;0;4.3;0
1171;25;Loja;Minorista;352;42;2;23.93;13.55;63;9;4.24;0.15;0;0;5.0;1
1172;63;Manta;Mayorista;1221;121;6;796.16;139.89;28;10;2.65;0.75;1;1;4.1;0
1173;30;Cuenca;Minorista;1456;135;2;31.17;13.92;60;11;3.58;0.21;1;0;4.4;1
1174;40;Quito;Minorista;1400;131;7;188.63;23.4;23;11;1.93;0.58;1;0;4.3;0
1175;45;Cuenca;Minorista;363;72;7;135.19;22.87;41;5;1.96;0.29;0;0;4.2;0
1176;31;Ambato;Mayorista;790;107;0;0.0;161.16;89;7;1.8;0.97;1;0;4.1;0
1177;65;Cuenca;Minorista;1309;70;4;94.02;22.92;50;19;3.89;0.74;1;0;3.6;0
1178;24;Loja;Minorista;743;44;0;0.0;33.02;36;19;2.39;0.72;1;2;4.0;1
1179;21;Cuenca;Mayorista;1238;201;11;1295.98;136.01;14;6;3.23;0.4;0;0;4.9;0
1180;35;Loja;Minorista;1498;147;2;52.96;30.16;89;11;3.41;0.24;1;0;4.2;1
1181;26;Manta;Minorista;930;81;2;39.29;18.22;65;10;1.31;0.82;1;0;4.2;0
1182;59;Loja;Minorista;273;8;1;21.11;22.23;81;20;3.31;0.0;1;0;4.3;1
1183;48;Guayaquil;Mayorista;936;97;1;99.07;94.73;48;10;2.89;0.55;0;1;3.9;1
1184;44;Manta;Mayorista;303;64;16;1299.92;95.84;21;5;2.03;0.21;0;0;4.5;0
1185;23;Ambato;Minorista;560;46;10;156.12;18.85;8;11;1.57;0.77;0;0;4.3;0
1186;37;Manta;Minorista;238;14;4;126.94;28.5;36;14;2.26;0.51;0;0;4.8;0
1187;62;Quito;Mayorista;591;194;28;3159.87;136.92;15;3;2.32;0.1;1;0;5.0;0
1188;25;Manta;Minorista;608;106;5;49.93;10.89;55;6;1.64;0.14;0;0;4.5;0
1189;29;Guayaquil;Minorista;162;34;7;102.23;17.37;55;5;2.8;0.23;0;0;4.1;0
1190;42;Ambato;Minorista;1336;84;5;137.21;29.31;71;15;3.15;0.55;0;0;4.4;0
1191;49;Ambato;Minorista;634;64;0;0.0;23.36;62;9;2.44;0.43;1;1;3.8;1
1192;41;Ambato;Minorista;330;48;6;179.69;27.62;49;8;3.41;0.28;1;0;4.4;0
1193;51;Ambato;Mayorista;885;117;11;1584.32;130.43;5;8;3.09;0.18;1;1;3.6;0
1194;54;Loja;Minorista;652;52;2;77.31;33.42;87;11;3.34;0.32;1;0;4.5;1
1195;58;Manta;Minorista;667;37;0;0.0;18.82;2;22;1.84;0.12;0;0;4.5;0
1196;27;Manta;Minorista;720;72;4;36.76;10.53;48;10;2.51;0.04;1;0;4.7;0
1197;31;Loja;Minorista;739;60;4;82.9;19.31;27;12;3.64;0.35;0;0;4.5;0
1198;18;Loja;Minorista;664;69;5;124.82;26.57;13;9;3.4;0.04;1;0;4.5;0
1199;64;Manta;Minorista;770;55;0;0.0;11.72;30;15;3.2;0.37;1;0;4.4;0
1200;66;Loja;Minorista;1229;121;4;133.28;33.84;33;10;2.44;0.58;1;0;4.4;0
1201;62;Cuenca;Minorista;564;34;0;0.0;15.85;65;17;2.63;0.55;0;1;3.8;1
1202;44;Ambato;Mayorista;202;19;1;68.76;76.18;67;10;2.41;0.57;1;1;4.1;1
1203;33;Cuenca;Mayorista;1330;444;18;1330.37;62.94;32;3;2.1;0.92;0;1;3.5;0
1204;20;Cuenca;Minorista;439;62;3;77.04;23.0;89;7;0.57;0.67;0;1;4.2;0
1205;19;Loja;Minorista;781;57;4;88.16;18.87;20;14;2.38;0.29;0;1;4.2;0
1206;54;Guayaquil;Minorista;948;119;3;64.5;23.31;77;8;3.37;0.52;1;0;4.1;0
1207;64;Cuenca;Mayorista;1394;201;7;1037.52;128.2;42;7;1.51;0.75;1;0;4.4;0
1208;64;Cuenca;Minorista;776;143;2;32.62;17.05;83;5;2.85;0.79;0;0;4.5;0
1209;55;Cuenca;Minorista;607;69;6;67.2;12.41;56;9;4.07;0.25;1;0;4.4;1
1210;45;Manta;Minorista;333;9;6;102.31;18.46;7;16;1.08;0.74;0;0;4.6;0
1211;36;Manta;Minorista;552;32;3;79.54;32.32;14;18;3.83;0.73;0;0;4.5;0
1212;50;Cuenca;Minorista;741;65;1;24.29;23.1;61;11;2.43;0.61;0;0;4.5;1
1213;36;Cuenca;Mayorista;527;54;7;892.26;109.76;59;10;3.41;0.36;1;0;4.8;0
1214;46;Manta;Minorista;943;74;6;227.77;33.68;32;13;2.65;0.33;0;1;4.4;0
1215;37;Cuenca;Minorista;928;76;1;13.37;12.55;79;13;1.32;0.43;1;1;3.9;1
1216;52;Loja;Mayorista;1345;446;6;1170.6;166.07;84;3;0.96;0.23;1;1;3.6;0
1217;52;Ambato;Minorista;797;52;8;93.92;13.59;20;14;2.86;0.65;0;1;4.0;0
1218;27;Cuenca;Minorista;1212;204;12;393.94;34.03;14;6;1.63;0.01;1;0;3.7;0
1219;47;Cuenca;Minorista;806;61;4;85.56;23.27;34;12;2.99;0.58;0;0;4.5;0
1220;59;Cuenca;Minorista;597;76;6;107.39;18.48;44;9;2.39;0.99;1;1;4.5;0
1221;38;Cuenca;Minorista;306;34;6;120.25;23.22;13;8;5.13;0.86;1;0;4.6;0
1222;69;Manta;Minorista;658;57;3;85.93;30.5;47;12;2.73;0.54;0;0;4.6;0
1223;28;Manta;Minorista;797;92;6;122.0;17.13;47;9;1.15;0.1;1;1;4.0;0
1224;65;Guayaquil;Minorista;81;11;8;235.74;31.22;5;10;2.74;0.05;0;1;3.2;0
1225;43;Loja;Minorista;1305;110;6;116.34;22.99;38;12;1.3;0.93;1;3;3.4;0
1226;39;Loja;Minorista;243;11;1;21.8;26.64;51;14;1.35;0.1;0;0;3.8;1
1227;21;Guayaquil;Minorista;275;13;5;171.21;32.93;51;16;2.14;0.19;1;0;4.2;0
1228;54;Loja;Mayorista;663;101;7;1093.18;171.87;25;7;2.11;0.52;0;0;4.6;0
1229;62;Guayaquil;Minorista;133;12;5;176.97;29.7;69;13;3.9;0.8;0;0;4.1;0
1230;54;Quito;Mayorista;893;220;3;193.83;71.67;81;4;4.01;0.31;1;0;5.0;0
1231;37;Guayaquil;Minorista;196;5;2;51.59;26.42;35;16;2.19;0.8;0;1;3.7;0
1232;38;Quito;Minorista;1013;120;3;29.55;8.35;50;9;1.82;0.29;1;1;4.2;0
1233;60;Ambato;Minorista;1025;82;7;230.79;28.15;9;13;1.14;0.65;1;0;4.6;0
1234;39;Manta;Minorista;350;20;5;87.35;17.32;63;13;1.27;0.08;1;0;4.6;0
1235;52;Quito;Minorista;1006;248;15;297.4;17.43;30;4;1.73;0.36;0;0;5.0;0
1236;60;Quito;Mayorista;1183;300;1;92.01;111.84;80;4;4.28;0.41;1;0;4.7;1
1237;54;Guayaquil;Minorista;1467;134;2;44.72;22.22;63;11;1.65;0.87;1;0;4.2;0
1238;27;Manta;Minorista;1068;171;5;155.46;34.07;54;6;2.28;0.39;1;1;4.3;0
1239;57;Ambato;Minorista;680;62;1;30.01;32.31;77;12;0.79;0.65;1;0;4.5;1
1240;55;Cuenca;Minorista;1054;358;26;538.57;21.48;6;3;3.94;0.41;0;1;4.1;0
1241;45;Cuenca;Minorista;1258;72;3;38.65;13.94;42;16;2.72;0.07;1;0;4.3;0
1242;30;Quito;Mayorista;428;54;10;1145.28;101.53;12;8;4.26;0.5;0;0;3.9;0
1243;27;Guayaquil;Mayorista;1407;473;19;2647.15;160.54;30;3;2.63;0.7;1;2;4.0;0
1244;63;Manta;Minorista;57;1;0;0.0;18.21;82;12;1.54;0.54;1;0;3.8;1
1245;55;Guayaquil;Minorista;977;238;9;172.27;21.63;48;4;3.05;0.07;1;0;3.9;0
1246;34;Guayaquil;Minorista;455;47;2;25.59;12.83;57;8;1.92;0.8;0;0;3.6;1
1247;62;Ambato;Minorista;1057;57;0;0.0;31.75;65;16;2.2;0.63;0;0;3.9;1
1248;23;Guayaquil;Minorista;133;6;3;25.08;9.01;55;14;1.72;0.96;1;0;3.9;0
1249;23;Quito;Minorista;1067;82;3;81.74;25.86;35;14;1.12;0.38;0;0;4.0;0
1250;59;Cuenca;Mayorista;1302;436;11;729.48;66.55;42;3;1.22;0.96;0;1;3.9;0
1251;26;Loja;Minorista;552;48;2;50.54;21.76;77;13;3.5;0.91;1;1;3.8;1
1252;42;Cuenca;Minorista;767;90;0;0.0;9.3;71;9;2.98;0.67;1;0;5.0;0
1253;51;Ambato;Mayorista;472;150;11;1303.31;105.59;55;3;1.99;0.65;0;0;3.9;0
1254;62;Loja;Minorista;1494;86;1;12.09;13.53;63;17;0.84;0.63;0;1;3.8;0
1255;56;Guayaquil;Mayorista;309;27;1;90.69;102.41;57;8;3.1;0.57;1;0;4.5;1
1256;62;Ambato;Minorista;400;26;1;23.42;23.5;46;14;3.06;0.27;0;0;5.0;1
1257;47;Guayaquil;Minorista;1319;115;4;136.98;29.93;36;11;2.94;0.72;1;0;4.5;0
1258;34;Cuenca;Minorista;600;32;3;113.19;32.07;16;16;2.57;0.61;1;0;5.0;0
1259;27;Manta;Minorista;929;43;0;0.0;31.46;63;16;3.02;0.23;1;0;5.0;1
1260;32;Manta;Minorista;659;71;3;115.38;34.98;82;10;0.98;0.62;1;1;4.8;0
1261;24;Manta;Minorista;1470;113;0;0.0;14.58;71;13;3.17;0.58;0;0;4.9;1
1262;29;Quito;Minorista;391;17;1;9.92;12.05;22;19;2.04;0.29;0;0;4.8;0
1263;58;Cuenca;Mayorista;1184;93;5;528.14;120.28;54;13;0.33;0.73;0;0;4.4;0
1264;23;Manta;Minorista;144;8;1;15.74;17.63;22;13;3.32;0.18;1;0;4.6;0
1265;42;Guayaquil;Mayorista;537;84;2;340.13;170.04;84;7;2.94;0.55;0;1;3.9;1
1266;59;Manta;Minorista;1066;63;2;43.03;24.52;70;16;4.88;0.63;0;1;3.9;1
1267;68;Ambato;Mayorista;1286;98;2;277.25;156.43;56;13;0.93;0.53;1;1;3.5;1
1268;60;Cuenca;Minorista;454;52;4;125.76;32.52;83;9;1.37;0.44;0;0;3.9;0
1269;35;Ambato;Minorista;281;10;7;164.42;21.88;9;15;2.68;0.08;1;1;4.0;0
1270;28;Guayaquil;Minorista;878;57;9;299.56;34.12;9;15;2.75;0.69;1;1;3.8;0
1271;58;Ambato;Minorista;334;10;5;68.61;13.57;44;15;2.61;0.2;1;1;3.9;0
1272;49;Guayaquil;Minorista;603;48;4;47.88;11.54;41;13;2.25;0.86;1;0;4.5;0
1273;65;Cuenca;Minorista;1122;98;6;144.62;25.89;46;11;3.21;0.38;0;0;5.0;0
1274;42;Guayaquil;Minorista;1067;101;4;74.15;20.04;70;10;1.92;0.38;0;0;3.8;0
1275;44;Cuenca;Minorista;516;38;3;112.22;33.28;47;14;4.11;0.16;0;0;4.5;1
1276;56;Cuenca;Mayorista;1393;471;7;698.87;94.03;69;3;3.83;0.85;0;1;3.8;0
1277;60;Manta;Mayorista;421;67;8;861.24;104.08;38;6;2.86;0.28;1;1;3.8;0
1278;38;Quito;Minorista;1045;97;3;53.88;21.91;59;11;1.66;0.62;0;0;4.7;0
1279;51;Manta;Minorista;1293;112;5;54.27;9.71;8;12;1.6;0.62;0;0;4.4;0
1280;41;Manta;Minorista;614;29;0;0.0;24.87;85;18;2.44;0.95;1;0;4.7;1
1281;68;Quito;Minorista;653;56;2;21.67;10.25;61;13;2.36;0.97;0;0;4.5;1
1282;55;Ambato;Minorista;747;46;3;94.32;28.69;4;16;3.71;0.69;1;0;4.7;0
1283;61;Guayaquil;Minorista;1085;83;7;201.96;33.31;3;13;3.65;0.65;0;0;4.0;0
1284;33;Manta;Mayorista;39;10;17;2529.12;162.09;34;3;3.2;0.97;0;1;3.9;0
1285;56;Manta;Minorista;1294;253;6;84.5;13.74;56;5;2.88;0.54;1;1;3.2;0
1286;58;Manta;Minorista;295;43;12;151.67;10.61;3;7;5.27;0.67;1;0;4.6;0
1287;53;Manta;Minorista;499;34;0;0.0;31.05;70;16;3.75;0.66;1;0;4.3;1
1288;45;Cuenca;Mayorista;1480;149;5;917.51;177.28;6;10;6.32;0.22;0;0;5.0;0
1289;49;Guayaquil;Minorista;650;44;5;72.34;12.34;41;15;0.9;0.55;1;0;4.5;0
1290;42;Guayaquil;Minorista;1287;158;6;181.94;26.19;44;8;4.46;0.96;1;0;5.0;0
1291;62;Guayaquil;Minorista;1087;85;0;0.0;27.96;76;13;1.3;0.46;0;1;4.4;1
1292;21;Manta;Mayorista;1355;129;8;1355.51;174.74;3;11;2.83;0.8;1;1;3.3;0
1293;59;Cuenca;Minorista;1119;108;2;14.73;9.05;52;10;5.15;0.09;1;1;4.4;1
1294;26;Manta;Mayorista;176;25;4;299.04;93.37;63;6;2.9;0.22;1;1;3.8;0
1295;51;Ambato;Mayorista;912;178;13;1139.79;106.34;36;5;2.75;0.37;1;2;3.9;0
1296;54;Manta;Minorista;275;28;3;32.79;11.92;80;14;0.38;0.38;1;1;4.3;0
1297;44;Guayaquil;Mayorista;1388;465;28;4267.1;130.69;17;3;3.42;0.9;1;0;3.7;0
1298;54;Quito;Mayorista;356;24;7;370.68;60.5;43;10;0.37;0.76;1;0;4.2;0
1299;68;Ambato;Mayorista;183;64;23;3002.99;109.1;15;3;1.71;0.0;0;0;4.1;0
1300;46;Manta;Minorista;1069;153;10;368.42;31.91;2;7;1.88;0.55;1;0;4.3;0
1301;56;Quito;Mayorista;158;59;26;2339.66;105.29;4;3;2.34;0.02;0;1;3.4;0
1302;45;Quito;Minorista;1097;72;1;12.91;12.6;66;16;3.5;0.4;1;0;4.6;1
1303;60;Loja;Mayorista;1070;110;6;1085.46;153.14;13;10;0.87;0.08;0;0;4.3;0
1304;52;Guayaquil;Mayorista;991;334;26;3860.78;166.25;3;3;1.41;0.34;1;0;4.5;0
1305;60;Loja;Minorista;416;23;2;40.73;18.5;75;14;3.45;0.39;0;1;3.9;1
1306;44;Guayaquil;Minorista;493;60;6;95.95;17.79;33;9;3.03;0.75;0;1;3.0;0
1307;23;Loja;Minorista;533;50;0;0.0;24.85;84;10;0.05;0.72;1;0;4.0;1
1308;35;Quito;Minorista;557;41;0;0.0;8.99;84;14;2.11;0.48;1;0;4.1;1
1309;61;Manta;Mayorista;505;60;1;171.81;146.12;75;8;3.57;0.65;1;0;4.5;1
1310;61;Ambato;Minorista;1424;70;2;16.93;8.1;61;19;2.51;0.8;1;0;4.3;1
1311;50;Loja;Minorista;1413;117;7;185.73;29.39;23;11;3.81;0.44;1;0;5.0;0
1312;64;Quito;Minorista;39;13;15;297.65;20.16;37;4;3.74;0.82;1;1;4.0;0
1313;23;Guayaquil;Mayorista;402;133;0;0.0;84.46;81;3;3.25;0.01;0;1;3.7;1
1314;39;Ambato;Minorista;1231;127;0;0.0;9.43;86;10;3.01;0.22;1;0;4.3;1
1315;49;Loja;Minorista;718;43;0;0.0;12.01;78;15;1.82;0.14;0;0;4.9;1
1316;51;Loja;Minorista;445;29;6;94.9;15.88;89;15;2.41;0.24;0;0;4.1;0
1317;52;Manta;Minorista;1172;394;12;116.1;11.71;61;3;0.89;0.87;1;0;4.7;0
1318;59;Manta;Minorista;476;47;5;166.64;28.17;19;11;4.95;0.82;1;0;4.4;0
1319;65;Ambato;Minorista;1135;86;3;89.36;34.53;23;14;0.36;0.54;1;1;4.0;0
1320;65;Quito;Minorista;1126;55;1;21.55;18.2;40;20;2.3;0.31;1;0;4.4;1
1321;52;Loja;Minorista;1381;148;0;0.0;23.96;78;9;3.03;0.7;1;0;5.0;0
1322;57;Quito;Minorista;1027;103;0;0.0;25.14;82;10;2.64;0.85;1;0;4.5;0
1323;24;Cuenca;Minorista;1476;133;2;24.98;10.76;44;12;2.45;0.63;0;0;4.7;0
1324;22;Loja;Minorista;170;22;0;0.0;19.07;82;12;2.78;0.72;1;3;2.5;1
1325;66;Quito;Minorista;878;56;5;152.34;27.28;22;13;2.73;0.49;0;0;5.0;0
1326;48;Quito;Minorista;163;18;1;23.52;28.8;52;7;2.69;0.53;1;0;5.0;1
1327;22;Ambato;Minorista;555;44;4;150.33;32.43;48;12;3.7;0.05;0;0;5.0;0
1328;31;Guayaquil;Minorista;1255;106;1;11.86;10.85;82;11;1.11;0.65;1;3;2.6;1
1329;61;Cuenca;Minorista;1450;65;0;0.0;11.14;33;22;3.19;0.78;0;0;4.2;0
1330;67;Ambato;Minorista;599;50;0;0.0;34.63;87;13;0.82;0.73;0;0;5.0;1
1331;34;Ambato;Minorista;284;31;2;54.14;30.09;78;7;0.9;0.93;0;1;4.9;1
1332;47;Manta;Mayorista;113;16;3;371.49;132.81;70;5;1.18;0.45;1;0;4.5;0
1333;29;Guayaquil;Minorista;843;97;0;0.0;34.86;78;9;4.06;0.24;1;0;4.7;1
1334;42;Quito;Minorista;451;90;15;406.84;31.14;23;5;2.64;0.88;0;0;4.9;0
1335;37;Loja;Minorista;925;104;3;83.74;31.51;80;9;0.39;0.49;0;0;4.8;0
1336;49;Loja;Minorista;751;50;7;184.64;28.9;40;15;3.13;0.36;1;0;4.4;0
1337;49;Manta;Minorista;1284;108;0;0.0;11.03;88;12;2.97;0.77;0;0;4.6;0
1338;38;Quito;Minorista;1260;179;5;88.56;15.96;68;7;2.08;0.1;1;0;4.7;0
1339;27;Cuenca;Minorista;591;48;0;0.0;22.62;85;13;2.25;0.48;0;0;4.3;1
1340;40;Manta;Mayorista;1177;95;8;1315.0;156.29;36;12;3.31;0.19;0;0;4.9;0
1341;45;Ambato;Mayorista;1491;293;7;651.48;109.87;60;5;0.45;0.33;0;0;4.8;0
1342;36;Ambato;Minorista;297;20;7;175.99;21.29;19;15;1.95;0.44;1;0;4.4;0
1343;38;Guayaquil;Minorista;430;31;6;62.27;10.11;35;15;1.57;0.43;1;0;4.7;0
1344;57;Cuenca;Minorista;72;1;0;0.0;20.61;78;15;3.05;0.03;1;0;4.6;1
1345;51;Cuenca;Minorista;744;122;3;104.13;29.84;74;6;1.38;0.81;1;0;4.1;0
1346;66;Manta;Minorista;601;51;4;107.52;30.07;41;13;1.64;0.11;0;0;5.0;0
1347;53;Quito;Minorista;366;35;2;16.35;8.27;48;11;1.83;0.43;1;0;3.9;1
1348;33;Loja;Minorista;746;46;8;319.43;34.91;2;13;4.39;0.88;1;2;4.0;0
1349;27;Guayaquil;Minorista;506;28;4;45.82;12.49;22;19;2.59;0.15;0;1;4.8;0
1350;59;Quito;Minorista;34;1;8;246.01;33.73;2;16;3.15;0.24;0;0;5.0;0
1351;52;Loja;Minorista;1218;90;6;79.72;13.11;54;14;2.19;0.32;1;1;4.1;0
1352;45;Ambato;Mayorista;245;85;14;1668.69;141.57;47;3;2.56;0.39;1;0;4.9;0
1353;62;Manta;Minorista;1403;192;12;213.38;20.5;25;7;0.49;0.02;0;0;4.2;0
1354;28;Guayaquil;Minorista;637;33;5;77.41;16.75;19;19;1.87;0.49;1;1;4.1;0
1355;43;Ambato;Minorista;191;19;5;58.31;10.82;47;14;3.58;0.18;0;0;3.9;0
1356;66;Guayaquil;Mayorista;942;314;8;1135.1;138.02;66;3;1.26;0.92;0;0;5.0;0
1357;40;Guayaquil;Minorista;439;105;11;195.83;15.07;36;4;2.43;0.11;1;0;4.3;0
